area_id,area_name,subsection_id,subsection_name,item_number,description,tier
9,All Lifting Equipment,3,Lifting Plant and equipment,33,Color chart for SWL of strops available. Area tidy and storage adequate.,BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",35,All lifeboat & recovery boat lifting and recovery equipment in good condition and certificated.,BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",30,Lifeboat falls been inspected within the last 12 months.,BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",31,"Lift is properly certificated and safety trips tested.   Last test:   
",BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",32,Lift wires been inspected within the last 12 months.          Last Inspected:,BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",33,Accommodation ladder (& pilot hoist) inspection records correct.,BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",34,"Stages, Bosun chairs and associated equipment in good condition.",BASELINE
9,All Lifting Equipment,4,"Safety Equipment, Personnel Lifting Equipment",35,"Is all the rope work for the above of the correct type, tagged for work aloft only and kept separate from other general rope?",BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,1,All mooring areas have anti–skid surfaces.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,2,Tripping and other hazards suitably highlighted.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,3,Rollers and roller leads turn freely.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,4,Panama leads in good condition without deep wire scores,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,5,"Surfaces of fairleads, bitts, bollards and drum ends clean and in good condition.",BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,6,Heaving lines and chain stoppers in good condition and certification available.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,7,"Messengers of the correct construction, in good condition and certification available.",BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,8,‘Heave’ and ‘slack’ directions clearly marked for winch controls.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,9,Winch brake testing carried out annually.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,10,Winches free from leaks and in good condition. Plugs fitted for save-alls.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,11,Wires end for end each dry dock.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,12,SWL marked on mooring bitts,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,13,Rope tails of correct size and length (+25% of MBL & 11m).,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,14,Fire wires of correct size and length. ,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,15,Mooring wire inspection and greasing on schedule,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,16,Mooring equipment and machinery checked before arrival at port and log book entry made,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,17,Proper strong points for attaching chain stoppers on suitable place.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,18,Mooring operation discussed with all involved before arrival in port.,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,19,Pickup lines attached to pennants in good condition,BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,20,"Publications “Effective Mooring” and “Mooring Equipment Guidelines” available onboard
(Applicable for Tankers and Gas Carriers)?",BASELINE
10,Mooring and Access Equipment,1,Mooring Equipment,21,Risk assessment available for the mooring operation.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,1,"All personnel using the correct PPE, PIC also wearing high visibility vest",BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,2,Helmets being used with chin straps.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,3,Mooring party leaders briefed on the operation beforehand and a briefing of the crew by the OIC before operations commence.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,4,Pre-operation safety checks carried out and reported to the Bridge.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,5,Making fast of tugs carried out in a controlled manner.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,6,Personnel kept clear of snap back zones when tugs line are under tension.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,7,Personnel avoid standing in bights and use drum ends correctly.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,8,Winch brakes applied correctly.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,9,Inexperienced personnel supervised and guided as necessary.,BASELINE
10,Mooring and Access Equipment,2,Mooring Operations: Observe 1 operation,10,Operation look unhurried and safely managed.,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,1,"All personnel using the correct PPE, including goggles for hydraulic winch operation.",BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,2,"Anchors are cleared for letting go during entering, maneuvering within and leaving harbours",BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,3,"Method of anchoring decided depending on weather, current, tide, depth of water and vessel
displacement",BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,4,Winch operation correct and local instruction easily understood.,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,5,Pre-operation briefing taken place.,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,6,Anchor shackles clearly marked.,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,7,Bitter end release arrangement accessible and apparently free. Equipment to be used available in the vicinity,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,8,Hawse and spurling pipe covers available,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,9,Anchor securing arrangement & lashing is of sufficient strength,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,10,All personnel involved with anchoring operation thoroughly trained,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,11,All non-essential personnel kept clear of the area,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,12,Operations appear safely managed.,BASELINE
10,Mooring and Access Equipment,3,Anchoring Operations,13,Risk assessment available for the anchoring operation.,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,1,Accommodation ladders in good condition,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,2,Accommodation ladder wires properly certificated with correct inspection records available,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,3,Correct PPE used when rigging the accommodation ladders,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,4,Overside lighting adequate for safe access,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,5,Means provided to secure the pilot ladder to the accommodation ladder,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,6,Walkways from the access point to accommodation painted with anti-skid paint,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,7,Pilot ladders in good condition,BASELINE
10,Mooring and Access Equipment,4,Access Equipment,8,Pilot ladders rigged correctly when used in combination with accommodation ladders,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,1,Personnel nominated onboard for the activation of fixed smothering system,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,2,"Clear operating instructions posted, all valves marked",BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,3,CO2 room fan operational and position clearly marked,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,4,Last level check of the CO2 bottles      ,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,5,Last pressure test of the CO2 bottles     ,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,6,All bottles firmly secured,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,7,"All pipe work, cylinders and pulls in the system were inspected.   ",BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,8,All pipe work was blown through.                    ,BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,9,"Test of DP system, Date:                                 All pipe work and nozzles in good condition.",BASELINE
11,CO2 Room & Fixed Smothering Systems,1,CO2 Room & Fixed Smothering Systems,10,Test of the foam system,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,1,General housekeeping and lighting levels good,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,2,Lagging on steam pipes and machinery in good condition and oil free,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,3,"All firefighting equipment in place, in good condition and as per the safety plan",BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,4,Gratings in good condition,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,5,Escape routes highlighted and clear from obstruction,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,6,Escape hatch easy to operate,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,7,A UMS machinery space notice on the entrance,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,8,Gas detectors and fire alarms tested regularly,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,9,Entry restriction sign posted,BASELINE
12,Compressor House & Motor Room,1,Compressor House & Motor Room,10,Fans operational and run continuously,BASELINE
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.1,PPE Matrix compliance,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.2,LOTO in use,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.3,IMO signs,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.4,PTW observation,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.5,Enclosed-space entry,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.6,Hot-work arrangements,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.7,Work-at-height,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.8,Heat-stress,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.9,Supervision adequacy,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.10,Safety improvements prompt,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.11,Crew suggestions prompt,CROSS_CUTTING
13,Cross-cutting Safety & Culture,1,Cross-cutting Safety & Culture,12.12,Previous findings rectification,CROSS_CUTTING
