checklist_code,location_code,item_code,question,guideline,regulation_ref,ksm_sms_ref,ship_type,sequence_no
F605,20,2315,"Bridge Management (Watchkeeping)
Are the Standard Magnetic and Gyro compasses in good order, is the OOW aware of the requirements for taking compass errors and is the compass error book maintained?","<Check point>
Check Compass Error Book or Compass Journal.
Compass error shall be obtained
1. during each watch and
2. after large alteration of course
Where weather conditions or traffic density makes it impractical, this fact can be recorded in the Deck (Ship's) Log Book or Compass Error Book.
<Annotation>
Magnetic and gyro compass errors should be checked and recorded each watch, where possible, using either azimuth or transit bearings. A deviation
card for the magnetic compass should be maintained and be available to the Bridge Team. (5th edition BPG 4.3.4)",,"ICS Bridge
Procedure
Guide 5th
Ed.
4.3.4
Rightship
4.6
SPM VOL I 12.5",Common,98
F605,20,2316,"Bridge Management (Watchkeeping)
Is the echo sounder recorder marked with a reference date and time on each occasion it is switched on? (applicable to ships with printer) Are Master and Deck Officers aware of the requirements for the echo sounder and is there evidence that it has been in use as appropriate
during the voyage?","<Check point>
Starting/ Stopping Date/ Time of echo sounder shall be marked with initials of OOW.
For in-port inspection, check only if there is record of date and time of soundings started.

<Annotation>
The echo sounder should always be used when making a landfall and kept switched on in coastal and pilotage waters. If the echo
sounder is fitted with a shallow water alarm, the alarm should be set to an appropriate safe depth to warn of approaching shallow water.
(5th edition BPG 4.5)
The date and time of switching on should be marked on the recorder chart where provided. In
addition, the date and time of passing significant land or seamarks should be marked on the recorder (tanker only).
Many modern electronic echo sounders have an in-built 24-hour memory which can be recalled in lieu of paper trace. If an electronic memory is not provided, the echo sounder should be provided with a printed record. It is acceptable evidence for the echo sounder history to be noted from the ECDIS data. .",,"BPG 4.5
Righship
4.23
SPM VOL I 12.6",Common,99
F605,20,2317,"Bridge Management (Watchkeeping)
Is positional reliability of GNSS checked by Position Comparison?
Is evidence of position comparison available?
Are positions being checked/compared by plural methods? (Compare GPS No.1 and No.2, Radar Information Overlay, Parallel Indexing, Manual
Fixes, etc)","<Check point>
Check the evidence (Check record or Screenshot/Play Back on the ECDIS etc.)
Check if position comparison is done by plural methods.",,,Common,100
F605,20,2400,"Bridge Management (Entering & Leaving Harbour)
Have procedures for entering/leaving port been established?
 - Anchoring/mooring operation
 - Radar/steering gear parallel operations; and
 - Astern engine/engine tests.","<Check point>
Check SPM N 102 Pre Arrival Pre Departure
Check if procedures for entering/leaving port include following:
 1) Windlass/Mooring winch test.
 2) Radar/steering gear parallel operations; and
 3) Astern engine/engine tests.",,SPM VOL I 9.0,Common,101
F605,20,2401,"Bridge Management (Entering & Leaving Harbour)
Did the vessel conduct Astern engine operation before entering port?","<Check point>
Check Log Book/Bell book and Telegraph logger and confirm Astern Engine Test is actually carried out in timely manner.",,SPM VOL I 9.1.3,Common,102
F605,20,2402,"Bridge Management (Entering & Leaving Harbour)
Are procedures in place for the testing of bridge equipment before arrival and departure  and check-lists in effective use for pre-arrival, predeparture, watch handover and
master-pilot exchange?
Before entering port, restricted or coastal waters checklist used?","<Check point>
Check SPM N 101- Steering gear Test & SPM N 102 Pre Arrival Pre Departure
<Annotation>
The administration may waive the requirements to carry out the checks for ships which regularly engage on voyages of short duration.
Such ships shall carry out these checks and tests at least once a week. (SOLAS V 26.5).
Note:  Evidence of completion of checklist should be sought.","SOLAS
V/26.","ICS Bridge
Procedure
Guide 5th
Ed.
3.18.1
Rightship
4.5",Common,103
F605,20,2403,"Bridge Management (Entering & Leaving Harbour)
Are checklists for pre-arrival, pre-departure, watch handover, Pilot-Master exchange and pilot card effectively completed?","<Check point>
Check by interviewing the Master.
Check SPM N 102 Pre Arrival Pre Departure, SPM N 104-Taking Over Navigation Watch, SPM N 106-Master - Pilot Information Exchange, SPM N 105- Pilot Card are correctly filled.
<Annotation>
Note: The Master and pilot information exchanges must be completed by both the Master and the pilot. Each Master to pilot exchange must include a minimum under keel clearance calculation and limitations relating to the maximum permissible bollard pull from tugs that are to be utilized, taking into consideration the SWL of the fairleads and bitts. Details of defective equipment that might affect the safe navigation of the vessel must be recorded on the Master to pilot exchange.","IMO Res
A.601(15)","BPG 5th
Ed.
SPM VOL I 7.3",Common,104
F605,20,2404,"Bridge Management (Entering & Leaving Harbour)
Does the Master request Pilot to communicate in English/interpret communications with tugs, VTIS, Port Control  etc.  whilst maneuvering?","<Check point>
Check by interviewing,
or check by observing actual watch keeping",,,Common,105
F605,20,2405,"Bridge Management (Entering & Leaving Harbour)
Does the Master have emergency contact numbers (mobile phone number etc.) for agents and a way to arrange tugboat even night time and holiday ?","<Check point>
Check by interviewing the Master.
If Contact No is available in recent e-mail transaction, it is acceptable.
SOPEP shall be updated including emergency contact of present port, as a rule.",,,Common,106
F605,20,2500,"Bridge Management (Anchoring)
Is there a procedure and the Master aware to slip the anchor? (e.g. cutting anchor chain)","<Check point>
Check by interviewing the Master.","ISM Code
8",,Common,107
F605,20,2501,"Bridge Management (Anchoring)
Is Warning wind (wind speed with greater likelihood of dragging) decided? Does the Master know the critical wind velocity for dragging anchor?
Does the vessel use Anchor Watch Checklist to check ship's position, weather etc?","<Check point>
Check SPM N 115 Anchoring and Anchor Watch
Check by interviewing with the Master.
Check if the warning wind is set with considering reasonable margin to the critical wind velocity.
It is not necessary to calculate critical wind velocity for dragging anchor every anchoring. Especially when short period anchoring and rough weather is not expected.","STCW
section BVIII
/ 2 ,Part 4-1",SPM VOL I 10.1.2,Common,108
F605,20,2600,"Bridge Management (Chart & Nautical Publication)
If ECDIS is used as primary means of navigation, are ENCs and RNCs being updated?
Is proper record keeping of Manual Updates and removal of manual updates maintained?","<Check point>
Check the procedure for Cell update
Check record of cell update
Sample check of update of Raster Chart and compare with the record.
NP133C Admiralty ENC Maintenance Record book should be available on board.
(Normally, ENC is used with correction. If you have RNC (not corrected and scanned only), manual revision will be required.",,"Rightship
4.17
SPM VOL I 12.2.20",Common,109
F605,20,2601,"Bridge Management (Chart & Nautical Publication)
If ECDIS is used as primary means of navigation, and if the vessel has paper charts as backup  arrangement, is the route and other necessary information available on the paper charts?","<Check point>
Check back up charts and all necessary information including course line, No Go Area etc. are written on the charts.",,,Common,110
F605,20,2700,"Bridge Management (Communication)
Are Lists of Radio Signals, Lists of Lights, Tide Tables, Sailing Directions, Nautical Almanac, Summary of Notices to Mariners and the Chart Catalogue the latest edition and corrected up to date?
If e-Publications as stated in SEC Form E, is there a back-up system and
updated?","<Check point>
Check Company's procedures for correcting publications and see records of correction.
Check records of correction.",,"Rightship
4.17
SPM VOL I 6.6.7",Common,111
F605,20,2701,"Bridge Management (Communication)
Are the vessel’s Call Sign and Inmarsat ship station identity (MMSI) clearly marked on the radio installation?","<Check point>
Check marking",,,Common,112
F605,20,2702,"Bridge Management (Communication)
Is the radio logbook correctly maintained with entries
of GMDSS equipment tests?","<Check point>
Check Radio Log.
<Annotation>
The following should be being recorded:
 - A summary of communications relating to distress, urgency and safety. This includes any periods when a radio watch is discontinued
and the reasons for doing so;
 - The identities of other stations with which the ship communicates or attempts to communicate; · Records of any difficulties experienced
with communications;
 - the position of the ship at least once per day;
 - Incidents involving unnecessary or inappropriate transmissions with the identities of the stations concerned, if known;
 - Cancellation of any false alerts.
 - A summary of the condition of the radio equipment, including its sources of energy;
 - Personnel assigned responsibility for sending a distress alert instructed to operate properly all radio equipment on the ship;
 - Necessary instruction and information on the use of the radio equipment to relevant crew members;
 - Pre-sailing checks to ensure that all equipment is in an efficient working condition;
 - The results of the testing of the DSC distress and safety radio equipment by means of a test call at least once a week;
 - The results of the testing of the distress and safety radio equipment by means of a test at least once each day but without radiating any
signal;
 - The on-load and off-load daily test of the batteries;
 - The results of the weekly hydrometer or load test of the batteries;
 - The results of the monthly security check of each battery and its connections. (MSA Radio Log )",,SPM VOL I 5.5.8,Common,113
F605,20,2800,"Bridge Management (BRM/BTM)
When conn is delegated from the Master to the Deck Officer or vice versa, is it clearly announced and recorded in the deck (ship's) Log Book?","<Check point>
Check deck (ship's) Log Book.",,SPM VOL I 5.1.4,Common,114
F605,20,2801,"Bridge Management (BRM/BTM)
Is Bridge Team Management performed effectively?
Are bridge team members tasks clarified?
Is watch level maintained in accordance with the passage plan?
Are role assignment of bridge team members functioning properly?
Is communication between bridge team members efficient?","<Check point>
Check if the actual watch is equal to or higher than the level stated in the bridge notebook.
Check if the roles such as reporting other vessels' movement or position fixing etc. are effectively shared.",,,Common,115
F605,20,2802,"Bridge Management (BRM/BTM)
Have explanation of the concept of Bridge Resources Management (BRM) / Bridge Team Management (BTM) and procedures of practice of BRM/BTM been established?","<Check point>
Check if there is procedure.",,,Common,116
F605,20,2803,"Bridge Management (BRM/BTM)
For Leaving/Entering port or Passing Narrow Channel, is the mplementation system of Bridge Resources Management (BRM) / Bridge Team Management (BTM) planned, and is a briefing carried out and is uch plan explained to all Bridge Team Members (incl. QM, and C/E) and PIC on Fwd. & Aft stations?
Are the record of such briefing available?","<Check point>
Check by interviewing.
Check by observing actual watch keeping.",,,Common,117
F605,20,2804,"Bridge Management (BRM/BTM)
Has the debriefing been held within Bridge Team Members (incl. QM, and C/E) and PIC on Fwd. & Aft stations?
Does the Master evaluate adequacy of the passage plan based on whether the navigation was performed as per the plan, BRM/BTM was suitable and any errors or special condition were experienced etc.?
Are the record of de-briefing (evaluation) available?
Are any comments deemed significant for sharing with other vessels reported to the company?","<Check point>
Check record of de-briefing
Check if review is done items including following
 -  Reports to the Master were done in a positive manner
 -  Intention of Pilot was confirmed by the Master",,,Common,118
F605,20,2805,"Bridge Management (BRM/BTM)
Does the Master and OOW’s utilize navigational charts, ECDIS monitoring functions and information shown on the Bridge Notebook properly and constantly confirm that the passage is going as it is planned?","<Check point>
Check by interviewing,
or check by observing actual watch keeping",,,Common,119
F605,20,2806,"Bridge Management (BRM/BTM)
Does the Bridge Team Members report necessary items to the Master and the Pilot aggressively when on board?
If it is noticed that the vessel has deviated from the planned course, from speed reduction plan or any such deviation from originally discussion during Master-Pilot Information Exchange, does officers report the fact to
the Master and the Pilot  and confirm such situation?","<Check point>
Check by interviewing,
or check by observing actual watch keeping",,,Common,120
F605,20,2807,"Bridge Management (BRM/BTM)
Have caution points for any critical maneuvers involved e.g. turning in a basin, stern approach,joining/leaving/crossing TSS been explained in
advance?
Are role assignment of Bridge Team Members clarified?
Does the Master explain what reports are required by the officers, and tell his intention?
Does Bridge Team Members understand the importance of aggressive communication between them?","<Check point>
Check bｙ interviewing with the master / officers.
Check by observing actual watch keeping.",,,Common,121
F605,20,2900,"Bridge Management (Others)
Are latest edition of publications on board","<Check point>
Check SPM N 131  - Standard publications list and Take me home Charts",,SPM VOL I 6.6.11,Common,122
F605,20,3200,"Deck Management (Navigation Equipment-1)
Is ARPA in good working order?
Do vessel's log and speed indicators providing inputs to the ARPA  of vessel's speed?","<Check point>
Check to see if vessel's log and speed indicators providing inputs to the ARPA provide vessel speed.
Note GPS does not provide inputs to the ARPA.
*Manual inputs are also acceptable.",,SPM VOL I 7.4.3,Common,123
F605,20,3201,"Deck Management (Navigation Equipment-1)
Is the Gyro Compass and repeaters in good working order?
Are all repeaters synchronized with the master compass?
Is latitude and speed-adjustment proper?","<Check point>
If Gyro error is consistently more than 1deg, it is indicative of defect in it.",,SPM VOL I 12.5.3,Common,124
F605,20,3202,"Deck Management (Navigation Equipment-1)
Is the Standard Magnetic Compass in good working order?
Are there any bubbles in compass bowl?  Is lighting adequate?
Is it clearly visible from the steering stand?","<Check point>
Check to see if any light bulb has burnt out.
Check to see if there are abnormal bubbles, etc.
Check Compass Error Book or Compass Journal.
Check
1. last adjustment of magnetic compass by authorized adjuster
2. Master's deviation curve within past 12 months
3. Verify if deviations obtained by OOW are consistent with latest deviation curve values.
If the deviation is more than 5 degrees, recommend the adjustment.
Read out of magnetic compass shall be clearly visible on bridge at steering stand 15deg either side of ship's heading.
Spare bulbs for illumination of magnetic compass shall be on board.
Azimuth Circle/ pelorus or other means like shadow pin if authorized by flag.",,SPM VOL I 12.5.1,Common,125
F605,20,3203,"Deck Management (Navigation Equipment-1)
Are the Radar(s) in good working order?
Is Radar Blind Sector poster displayed on the Bridge?","<Check point>
Check if Magnetron
1. Running hours are within manufacturer's prescribed time
2. Performance monitor readings are within tolerable limits as per RADAR manufacturer's manual
<Annotation>
Specified in SOLAS regulation V/22 “Navigation bridge visibility” to facilitate the tasks to be performed by the bridge team and the pilot in making full appraisal of the situation and in navigating the ship safely under all operational conditions as specified in SOLAS regulation
V/15.1 should be provided at bridge workplaces which include the task of conning,","SOLAS
regulation
V/22
“Navigation
bridge
visibility”
 SOLAS
regulation
V/15.1",SPM VOL I 12.4.3,Common,126
F605,20,3300,"Deck Management (Navigation Equipment-2)
Is Voyage Data Recorder (VDR) in good order?
 - Is the performance test of VDR(Voyage Data Recorder)/SVDR(Simplified Voyage Data Recorder) carried out once a year, and have a certificate of conformity?
 - Is there any error code in a screen?  When there is an error code, can
navigation officers recover?
 - Is condition of VDR/SVDR good?
　*Are a mount and the state of fixation good?
　*Is condition of the connector for data extraction by the exterior good?","<Check point>
Check
1. annual performance test certificate within valid date range
2. Condition of foundation of VDR (Orange colored unit) fitted on Compass Deck.","SOLAS
Ｖ/18.8
V/20.1","BPG 5th
Ed. 4.8
Rightship
4.16
SPM VOL I 12.13",Common,127
F605,20,3301,"Deck Management (Navigation Equipment-2)
Are deck officers familiar with the procedure to preserve the VDR data in the event of an incident?","<Check point>
Check if
1. Officer is aware of procedure of downloading or saving data (depends on manufacturer)
2. Spare data disk and download cable placed next to VDR (applicable)
3. Testing is required annually, and should always be carried out following repair or maintenance work to the VDR or to any source
providing data to the VDR.
4. Company’s policy within the SMS relating to the playback of VDR data (Rightship).",4.11,"BPG, 5th
Ed.
Sections
4.8.3/4.8.4/
4.8.5
Rightship
4.16
SPM VOL I 12.13.2",Common,128
F605,20,3302,"Deck Management (Navigation Equipment-2)
Are navigation lights and screen in good order and is there a procedure for regular tests of the failure alarm systems?
Is the OOW aware of the procedures for testing and actions in event of failure?","<Check point>
Condition of screens of navigation lights (Shall be painted with matt black)",,SPM VOL I 12.7,Common,129
F605,20,3303,"Deck Management (Navigation Equipment-2)
Is Automatic Identification System (AIS) in good working order?","<Check point>
Should be switched on all the time.
Shall be either interfaced with RADAR or installed near it.
OOW shall be aware of ""Pilot Plug"".","SOLAS
V/19.2.4.7
MSC
Circ.1254","ISGOTT
4.8.4
STS
Transfer
Guide
petroleum
3.5.5.4
Rightship
10.13",Common,130
F605,20,3304,"Deck Management (Navigation Equipment-2)
Is the echo-sounding device in good working order?","<Check point>
Check to see if performance of the echo sounder confirmed by the officers  have been conducted.
Check if printout is clear for all ranges. (Some echo sounders which is capable of keeping the data of last 24hrs or more, do not need recording paper.)",,"BPG 5th
Ed. 4.5
Rightship
4.23
SPM VOL I 12.6",Common,131
F605,20,3305,"Deck Management (Navigation Equipment-2)
Are the vessel's clock, data logger for engine motion, and course recorder adjusted and in good order?","<Check point>
Check adjustment of the vessel's clock, etc.
N.B. Some instruments employ UTC.
<Annotation>
Note: Regardless of whether a vessel is required by legislation to carry specific navigational equipment, if equipment is fitted then it should be operational. Such equipment may be a course recorder, off-course alarm, and electronic chart display or engine order logger/printer. Random checks should be made to ensure that equipment is operational.",,,Common,132
F605,20,3306,"Deck Management (Navigation Equipment-2)
Are the speed and distance indicators in good order?","<Check point>
Check to see if the speed indicator shows zero OG while vessel is on berth.
Note both indicators are in good order at sea.",,,Common,133
F605,20,3307,"Deck Management (Navigation Equipment-2)
Are rudder angle, RPM, variable pitch propeller, and bow thruster indicators in good order?","<Check point>
Check to see if each indicator shows zero while vessel is on berth.
Note each indicator is in good order at sea.
Check if the illumination of all indicator dials is operational and that the markings of dials is not faded out.",,,Common,134
F605,20,3308,"Deck Management (Navigation Equipment-2)
Is the rate of turn indicator in good order?","<Check point>
Check to see if each indicator shows zero while vessel is on berth.",,,Common,135
F605,20,3309,"Deck Management (Navigation Equipment-2)
Is the barometer in good order?
Is the barometer calibrated at least once every year?
Calibration by use of facsimile / e-mail service is also acceptable.","<Check point>
Check date of barometer calibrated.
Check if barometer is calibrated against standard once every year.
Calibration by use of facsimile / e-mail service is also acceptable.",,,Common,136
F605,20,3310,"Deck Management (Navigation Equipment-2)
Are whistle, bell, and gong in good order?","<Check point>
Check equipment","COLREGs
D/33.a",,Common,137
F605,20,3311,"Deck Management (Navigation Equipment-2)
Are the shapes in good order?","<Check point>
Check equipment",,,Common,138
F605,20,3312,"Deck Management (Navigation Equipment-2)
Is the sound reception system in good order?","<Check point>
Check equipment",,,Common,139
F605,20,3313,"Deck Management (Navigation Equipment-2)
Is the daylight signaling lamp in good order?","<Check point>
At least One Daylight signaling lamp, Spare battery, battery charger and three spare bulbs","SOLAS
V/11",,Common,140
F605,20,3400,"Deck Management (Communication Equipment)
Is there a maintenance programme in place to ensure availability of the radio equipment?","<Check point>
Check Safety Radio Certificate","SOLAS
IV/15.6
IV/15.7",,Common,141
F605,20,3401,"Deck Management (Communication Equipment)
Is the communications equipment in good order?","<Check point>
All radio equipment fitted shall be in good working order. At the minimum, the list of working equipment shall not be less than what is described in Form ""R"".",,"Rightship
10.6",Common,142
F605,20,3402,"Deck Management (Communication Equipment)
Is the NAVTEX receiver in good order?","<Check point>
NAVTEX shall be correctly programmed for the area vessel is navigating in.
<Annotation>
Every ship shall be provided with a receiver capable of receiving international NAVTEX service broadcasts if the ship is engaged on voyages in any area in which an international NAVTEX service is provided. (SOLAS IV/7.1.4)
Notes: The Navtex system broadcasts coastal warnings which cover the area from the fairway buoy out to about 250 miles from the transmitter, or occasionally up to 400 miles in unusual preoperational conditions.

The Navtex should be programmed to the stations for the area in which the vessel is sailing and to the type of B2 messages which are required to be received. Message types A, B and D are mandatory, but it is recommended that the receiver be programmed to receive most types.","SOLAS
IV/7.1.4",,Common,143
F605,20,3800,"Deck Management (Accommodation & Stores)
Is the hospital alarm system, where fitted, in good order and used as required?","<Check point>
Check switches, lamps and Form SPM E 423 Emergency Equipment Alarm testing Record",,SPM VOL II 5.4.13,Common,144
F605,20,7102,"Emergency Preparedness (Contingency Plan)
Is crew familar with procedures for following  provided by the Company?
 - Fire, collision, grounding/stranding, main engine failure, steering failure, blackout, oil spill, man overboard, injury, death, flooding in engine room, major critical machinery failure,.
Does the vessel master hold the first report format of a marine accident to the company by telephone?
Is the shore staff's support assumed by the procedure if necessary?","<Check point>
Check crew fimilarity with Shipboard Emergency Manual
Check record whether SEM S -822 Initial Incident Notification is being utilized by the vessel.",,SEM 4.0,Common,145
F605,20,7103,"Emergency Preparedness (Contingency Plan)
Is emergency communication system diagram onboard ?
Is it available at places with means that enables voice communication with shore?
Is there a 24 hour phone number available?
In case a 24 hour phone number is not available, is there a back up phone number available?","<Check point>
Check to see if emergency ship-to-shore communication diagram  is posted at such places as Bridge, Communication Console, Ship's Office (CCR), ECR, Master and CE cabin, SOPEP, Shipboard Contingency Plan and Ship Security Plan.
Check contents of emergency ship-to-shore communication diagram.
1) DPA
2) CSO",,SEM Appendix II,Common,146
F605,20,7104,"Emergency Preparedness (Contingency Plan)
Are up to date muster list with ship specific emergency instructions displayed?
(e.g. Bridge, Engine Control Room, accommodation space, etc.)","<Check point>
Note if the Muster Lists are currently corrected.
Check if the Muster List includes following specifications of SOLAS III/Regulation 37:
1) Substitutes (second person in command, etc.);
2) Person in charge of maintenance of LSA and FFA;
3) Signals; and
4) Person in charge to carry SART, 2 WAY Radio and EPIRB.
<Annotation>
Muster lists and emergency instructions shall be exhibited in conspicuous places throughout the ship including the navigation bridge, engine room and crew accommodation spaces. (SOLAS III/8.3)
The muster list shall show the duties assigned to the different members of the crew including:
 - Closing of the watertight doors, fire doors, valves, scuppers, side scuttles, portholes and other similar openings in the ship;
 - Equipping of the survival craft and other life-saving appliances;
 - Preparation and launching of survival craft;
 - General preparations of other life-saving appliances;
 - Muster of passengers;
 - Use of communication equipment;
 - Manning of fire parties assigned to deal with fires; and
 - Special duties assigned in respect to the use of fire-fighting equipment and installations. (SOLAS III/37.3)
 - Illustrations and instructions in appropriate languages shall be posted in cabins and be conspicuously displayed at muster stations and other spaces to inform crew of:
 - their muster station;
 - the essential actions they must take in an emergency; and
 - the method of donning lifejackets.
The muster list shall specify which officers are assigned to ensure that life-saving and fire appliances are maintained in good condition and ready for immediate use.
(SOLAS III/37.4)
The muster list shall specify substitutes for key persons who may become disabled, taking into account that different emergencies may call for different actions.
(SOLAS III/37.5)
The muster list shall be prepared before the ship proceeds to sea. (SOLAS III/37.7)","SOLAS
III/8.3
III/37","Rightship
5.45",Common,147
F605,20,7105,"Emergency Preparedness (Contingency Plan)
Are ship-specific life-saving equipment training manuals (SOLAS Trainig Manual) available?","<Check point>
This manual shall be ship specific and free from generic instructions.
<Annotation>
A training manual shall be provided in each crew mess room and recreation room, or in each cabin. (SOLAS III/35.2)
The training manual shall contain instructions and information, in easily understood terms illustrated wherever possible, on the life-saving appliances
provided in the ship and on the best methods of survival. Any part of such information may be provided in the form of audio-visual aids in lieu of the manual.
The following shall be explained in detail:
 - Donning of lifejackets, immersion suits and anti-exposure suits;
 - Muster at assigned stations;
 - Boarding, launching and clearing the survival craft rescue boats; fast rescue boats, free-fall boats and inflated boats;
 - Method of launching from within survival craft;
 - Release from launching appliances;
 - methods and use of devices for protection in launching areas;
 - Illumination in launching areas;
 - Use of all survival equipment;
 - use of all detection equipment;
 - With the assistance of illustrations, the use of radio life-saving appliances;
 - Use of sea anchors
 - Use of engine and accessories;
 - Recovery of survival craft and rescue boats, fast rescue boats, free-fall boats and inflated boats including stowage and securing;
 - Hazards of exposure and the need for warm clothing;
 - Best use of survival craft facilities in order to survive;
 - Methods of retrieval, including the use of helicopter rescue gear; (slings, baskets, stretchers),breeches-buoy and shore life-saving apparatus and
ship’s line-throwing apparatus;
 - All other functions contained in the muster list and emergency instructions; and
 - Instructions for repair of the lifesaving appliances. (SOLAS III/35.3)","SOLAS
III/35.2
III/35.3","Rightship
5.43",Common,148
F605,20,7106,"Emergency Preparedness (Contingency Plan)
Are ship-specific fire training manuals available and are the crew aware of the general contents and location of the manuals?","<Check point>
FFE training manual shall either be in easily accessible spaces on ship for all crew (Smoke rooms) OR be placed in each crew cabin.
This manual shall be ship specific and free from generic instructions.
<Annotation>
The training manual shall explain the following in detail:
1. General fire safety practice and precautions related to the dangers of smoking, electrical hazards, flammable liquids and similar common shipboard hazards;
2. General instructions on fire-fighting activities and fire-fighting procedures, including procedures for notification of a fire and use of
manually operated call points;
3. Meanings of the ship’s alarms;
4. Operation and use of fire-fighting systems and appliances;
5. Operation and use of fire doors;
6. Operation and use of fire and smoke dampers; and
7. Escape systems and appliances. (SOLAS II-2/15.2.3.4)
A training manual shall be provided in each crew mess room and recreation room, or in each crew cabin. (SOLAS II-2/15.2.3.1)
The training manual shall be written in the working language of the ship. (SOLAS II-2/15.2.3.2)","SOLAS
II-2/15.2.3.4
II-2/15.2.3.1
II-2/15.2.3.2","Rightship
5.43",Common,149
F605,20,7107,"Emergency Preparedness (Contingency Plan)
Does the vessel have on board Emergency Towing Procedures?","<Check point>
Check the Emergency towing procedures.
Emergency booklet containing various combinations of towing arrangements forward as well aft shall be provided in following locations
1. Bridge
2. Foc'sle space
3. Ship’s office or Cargo Control room
<Annotation>
For ships constructed after 1 Jan 2010 and existing ships not later than 1st January 2012
 - Ships shall be provided with a ship-specific emergency towing procedure. Such a procedure shall be carried aboard the ship for use in
emergency situations and shall be based on existing arrangements and equipment available on board the ship.
The procedure shall include:
 - drawings of fore and aft deck showing possible emergency towing arrangements;
 - inventory of equipment on board that can be used for emergency towing;
 - means and methods of communication; and
 - sample procedures to facilitate the preparation for and conducting of emergency towing operations.”
(SOLAS II-1/3-4,2.2-3)
Note:  The ETB should contain procedures, diagrams etc. as set out in MSC.1/ Circ 1255.
Once the system has been deployed the watertight integrity of adjacent spaces should be maintained. The prime emergency towing arrangement may be fitted either forward or aft.","SOLAS
II-1/3.4.2.2.3

MSC.1/Circ.
1255","Rightship
9.22",Common,150
F605,20,7108,"Emergency Preparedness (Contingency Plan)
Is a fire control plan exhibited within the accommodation, is a copy also available externally and is equipment correctly marked on it?","<Check point>
Symbols on the Fire control plan can be in black & white for ships built before 01st January 2014.
Fire plans near g'way or outside accommodation shall be in proper RED colored enclosure and symbol shall be posted showing the location of it.
The enclosure shall contain;
-Fire plan
-Latest crew list
-DG cargo list (applicable vessels)
If vessel name has been changed, check vessel name on the Fire Control Plan, which has often been left unchanged.","SOLAS
II-2/15.2.4
IMO Res.
A.654 (16)",,Common,151
F605,20,7200,"Emergency Preparedness (Drills)
Are drills for emergency procedures being carried out?","<Check point>
Check SQE S 627 Drill Schedule is being followed and drills conducted as per Schedule, and send to office on 3 monthly basis for review.","SOLAS III
Reg.19
MSC 11.43",SSQE 8.3.2,Common,152
F605,20,7201,"Emergency Preparedness (Drills)
Is each drill properly evaluated and reviewed?","<Check point>
Check SQE S 632 MINUTES OF CONTIGENCY EMERGENCY DRILL is being used and sent for office review
Note if fair review and evaluation has been made.",,SSQE 8.3.2,Common,153
F605,20,7202,"Emergency Preparedness (Drills)
Are abandon ship drill regularly held?
Are the crew familiar with their duties during lifeboat and are drills being performed effectively and on a frequency meeting SOLAS and flag state requirements?","<Check point>
Check logbook or other records.
Check the on board evaluation record of drill for quality penetration amongst ship's crew
Check SEM S 800 Abandon Ship being utilized
<Annotation>
Every crew member shall participate in at least one abandon ship drill and one fire drill every month. The drills of the crew shall take place within 24 hours of the ship leaving a port if more than 25% of the crew have not participated in abandon ship and fire drills on board
that particular ship in the previous month. (SOLAS III/19.3.2)
Except as provided in paragraphs 3.3.4 and 3.3.5, each lifeboat shall be launched, and maneuvered in the water by its assigned operating crew, at least once every three months during an abandon ship drill.' (SOLAS III/19.3.3.3)
In the case of a lifeboat arranged for free-fall launching, at least once every three months during an abandon ship drill, the crew shall board the lifeboat, properly secure themselves in their seats and commence launch procedures up to, but not including, the actual release of the lifeboat (i.e., the release hook shall not be released). The lifeboat shall then either be free-fall launched with only the required operating crew on board, or lowered into the water by means of the secondary means of launching  without the operating crew on board. In both cases, the lifeboat shall thereafter be maneuvered in the water by the operating crew. At intervals of not more than six
months, the lifeboat shall either be launched by free fall with only the operating crew on board, or simulated launching shall be carried out in accordance with the guidelines developed by the Organization. (See MSC.1/Circ.1206/Rev.1) (SOLAS III/19.3.3.4) MSC.1/Circ.1578","SOLAS
III/19.3.2
III/19.3.3.3
III/19.3.3.4
MSC.1/Circ.
1206/Rev.1
MSC.1/Circ.
1578",SEM 4.9,Common,154
